user_id	name
A2OAD5Y7MXUOFZ	Laurie A. Brown
ARCNPR5YHHP2X	Amazon Customer
A2W2E6BPPYZO0T	Kindle Customer
AY6A8KPYCE6B0	Tyson
AZA595ZPIG240	Parker Knight
A2JVBJUU2DL0WA	Patrick
A1HOLJW15Q5S5V	James John Hollandsworth, M.D.
A1Q08H4B9QGT2N	Christy
A37IRE9GZ0CZ7I	Aliza Hausman
AUAI9MEBEBLL7	S.D.
A1JXRXYVSUAW6I	Sotto voce
A34TNH973Q9XT0	Serena Reed
A3KPR2UOBT0O2	Great
A2GPJR489OIH42	sb-lynn
A2IMLOJ2Z2QEU2	Storm the Penguin
A1AD4XP47VS56Y	Foodie1
A1382NUB0AKHTK	Mitzi
A1ZH5ULI4SBO48	Happy Camper
A3P8N3YORM08CA	Jay
A30X750M8V1XXW	Scott
A1JFYDF90M3WF5	FFMOM
A35N3SH07179SH	Lisa R
A2349I3TN1EX38	BritBee
A2V55J9CCQCOG0	Lynda
AS68XCKL7QZUT	newbie
A2F0E69BAX0T0T	Dan Leithauser
A2UXU5DDCYN4GP	Judi Munk
A2OCDK0BOW6UCY	Antigone Walsh
AG6TX1ZJHLMO7	W. Dietrich
A1HHPA73HHGABZ	Sean Dooley
A1YVJ2CLK0L2WR	Steven Morgan
A1004703RC79J9	Dean Burns
A3M6TSEV71537G	Sibelius
A2OS3TIVAKUAHG	J. York
A2BQWD54CXBX6R	Kym McNabney
AA9FGJX4HTGPG	Peggy Romero
A3AYSYSLHU26U9	Amazon_Consumer
A3T7V207KRDE2O	SMXSteve
A148RQ0M580F8V	Robert Rice
A3U0S17XYK8XMJ	Alexander Lucard
A1JZFGZEZVWQPY	Professor H
A18TGY5T94H55U	mel
A3RGHO0Q938FRS	Amazon Customer
A3I9GQ3I0AXL4W	Cierra
A14EPTYN50XSZV	Someone Else
AA0BGTQHWKSQY	Peekablue
A2PDKSRYOJGUGN	TM
A2ZJMLZ1IA2YA9	Rachel B
A1TEUU3GL87XVV	Traveler
A1M3CSHV1X9PAS	Linzstar
A1JISH2AQDW1YW	QueenKatieMae 
A3R33KMESG0XGQ	Romero
A3HC8CNVGE854X	amazonjunkie723
AFPTZ4JS6QQKO	Jesse G.
A3JRW716H3AX14	Scott Lloyd
AF3BYMPWKWO8F	Joe MacBu
A2OX234OSU0SD1	Bishop
AV3A66BTGK2G5	Nili harary
ATANE2SC44592	Loves those books
AQY5XBYSENNZQ	Quickbeam
A363CMKRJ19XHV	Benadette
A2V5R832QCSOMX	Leanne
AS44QEHT3KSPK	banana wind
A1HQ56HXZQJ1WU	HailAtlantis
A1ZZR25X0CNOJX	slim
A21M3YYEERMG3D	Sherrie H
A3CHMHGSJSQ02J	ThatGirl
A2L6QS8SVHT9RG	randomartco
A3MZNRSDQ32UUH	imsocrazy
A1T71T5GUD8FJ3	thekcmo
A1P2XYD265YE21	Andrea
A1CWXKAC4W0GIU	Melissa Logan
A3G9GVHBAHGMUI	Mo&#039;b
A3F9CMU8KNAY1M	Susan
APMJZGHOHGXY9	Kindred
A2EHH30602WQTX	Inna
A1DH3QDZX8Z7GO	Charlemagne 
A2WBEJH71SND3T	Micheal Mathews
A3982RSH15PQGZ	Nima
A2ZY49IDE6TY5I	R PRIUS
A2WUHKA1I75SL3	WRX
ADLZKR4HKJ83S	Kindle CustomerRosieM
A2BYZFC6T5MINP	JLES
AQYEEGNRXM0P1	HHK
A67FOUJLCZPS3	Jamal
A1LRQWKGVXCJ7C	L. Lawrence
A1JBBR4MNGQ70G	Falkor
A1GIHV3V7LW85B	clevergirl5
AY49JOXTLDOG2	Jeff  &amp; Jeff&#039;s Wife 
AWCJ12KBO5VII	Michael L. Knapp
AAP42A9X4RFOL	nancy m.
A2I2ZHG8M88CUQ	Lisa B.
A1B6O7SAIYG2N0	Jack G
A3IUW081KXD3PE	Reviewer
AZA55FJD7CCZN	Between the Lines
A1IU7S4HCK1XK0	Joanna D.
A1SZOLPK06OOTX	xelysiumx
A29P65DEEZIEB0	bhesler
A35IRTPNXBD1R1	Jlisemi
A2CUWCJHUPGL9W	Kiki
A33PVCHCQ2BTN0	VW
A244CRJ2QSVLZ4	J. B. Hoyos
A11LNPG39A2ZV4	Kristi Swede
A35HOUWHAYZZN6	Hedera Femme
AXO2QG19806ER	binali
A3QIK6BB10WYE9	Caysie
A1TZHV7ZF1BP4P	kiki
A3IIQMFNRX6ZTL	Rae
A2D9VVQFYQHMUU	K. Hall
A221AYJCX6Y5WB	MysteryPoodle
A3TJSWA0W9ITYE	Emily Volenec
A3L714OY25JG33	Tessa89
A1GUX6R8DV3ZLY	L78
AVFRGWQKCNAR9	Angelica
A1HTD9BFY0Y557	Carla
A3OP1NKCMO99U2	Amazon Customer
A1RZ0J2CZZJOTX	Lori Everson
A1O3UXMAN62I6V	Liz
A2CZ98V784SRJ0	L. Perry
AX9C10JD538D9	Liviania
A26JLTTRXIY6OI	Ellen M. Jones
A3GD3SYZUN0FP6	Tif2u
A23AH7XNL9GSL1	Craisings
A2D1258ES6QOQL	Kindle Customer
A3SE4NU7AGO47Q	Justpeachy85
A3UASAIMF2R3QT	janell degroot
A7H1LWFBE905R	KWJ
A3GBARYNM6S4G6	Scottsdale AZ
A39HDNPW97LD76	D. Roclevitch
A1BEKAQQGP8CMF	Big Red
A29M09QBG9TZLP	Shana
A3GGOEX6SK1J71	Katarzyna M. (NYC)
A2W23Q4C4EEQ8Z	patti
A28DNI5SQT1ITZ	SLH
ATDE9JYCPI0L1	Alyssa A. Lappen
AWPN47SSWK1JV	Karen Nordhus
A3V55DVYU80LDS	V. Canfield
A3HCZTTUH3CW9Z	Amy Henley
A2WVF9ZQ068DN0	Living it up
A2Q582Q4S2MUGM	Boyd A. Williamson
ADS99W8WMEXZ2	Michelle Dunn
A3U52V5ZAHZZKU	Wayne Crenwelge
A2555OR8IRB30S	Pamela Cox
ADUHM8KDWZCWK	Jeannette Parada
A2NICGGIGIFU22	Misuzmama
A1M1Y5UGONAW06	Jody
ADYK8EVS9WDB0	Amanda Gonzalez
AJK65L94VOWHP	Debra L. K. Maslov
A318IDAWJ9ZYAY	Ariaceliz
A3PWPNZVMNX3PA	rareoopdvds
AB9LV3BWK3O4K	Linda S.
A2OQYSTYR8SSVQ	Rk Star
A2TXMYYGSZCSZ1	annie
AOP2ZRNSHY2Z3	Andrew D. Lossing
A226VGZWOEBPGL	Amazon Customer
A1ZGHA3IJV01BK	K-cee Kit
A3QNV9LUNM589P	raczniak
AGJN8GZ637X6P	Teodora
A25BQ9WBPFU53O	embrown79
A78Y9O0GSY28T	Tiffany Montanez
A1WIARMTYHFQCO	Lulu
A23IOT68MCMXMP	Molly Khang
AC6HYEG9JT441	avgvstvs
A33Y8C4818EJL0	Live Laugh Love More
A1A2TYI92R7T86	TS
AG71XMQGQ2UTJ	My Old KY Home
A3IUPHLK5U0MVL	JVO
A27UCU6Y2I6527	RMAC
A2D6BBQ6HFAANH	 B Mouk
A2ZGXQ566SR4FM	Patrizia
A2ZI3U3GV4WV6K	Sarah
A1V16DTJLH8Z1J	J
A3B15P9JJM9QEL	Imani M.
AWNO50ICXSK88	Michelle E.
A3FWVV13DJELLV	Ms. Read
A1V1EP514B5H7Y	asiana
A3CJ7MHAS9IMAM	Dom Miliano
A3NVB6HKMUH2NM	Douglas C. Meeks
AFDJGY68CQL2X	Snail Dealer
ADG9G023I0PVZ	Kalika Black
A3GMVCTJTHYG1F	Mom22boys
A1GNYV0RA0EQSS	Olivia
AIWN1666ZUAP9	Lori
AIBZYH7KI1AF6	MissMommy
A47Q26DA5037K	Paula
A2HMF8ZR67BNZS	Bill A. Belt
A93YMZM7YKG1G	Miss Carla
A35P9MY9132FNU	Joanna
A27FP0S5QH7GNE	IslandSandy
AQ6AGWKWMTY8H	Pam
A1IHZ7A10YDVSW	Rebecca
A1NIGUK4M2ST8	mk
AYCDZQ43FGKR	Amazon expert :)
A4BNJSZVARL5W	Mae Day
A3KDSFEH3XP990	Lisa Colla
A1EHDVLCSOU57Q	redhed
A13J2PGKNMJG1K	LegoGirl
A2PS5JKTTE6TSY	Rebecca McLaughlin
A1YPT5II83LY3I	Anaiah Shehori
A2SH6A32BE6NEV	Comp Expert
A23K3O8L45GCQE	Saffron
A3HBZYCHTIGP5S	Viking2014
A11F3YONMF67ML	Mallory
A3UJRNI8UR4871	Wulfstan
A16UMY0X6X7R03	MakeMeBuyIt
A2KXWUEUE51LGL	Redd in Texas
A1ZQKZ1K54USYJ	Sharon Warshany
AKJHHD5VEH7VG	Mindee Urbis
A1N8QW8DDT7EJH	Elayne
A1LNDUIMGLWMMT	Todd
A1C7Y31S5QXNTR	majormusiclover
A2UISZV5CTD805	marjleon
A353BBCDJQP4A3	Jen W
A2MVSV6ZFK5E2	AxAxOn234
A3K3SE4RK846WO	Nicole T.
A141W8WHW9AC3H	Robin
A1MRQ8Z7LGQ7N6	Saleh
AIC7VZ9VNYRHK	Jennifer
A3T4OHEAHOJ700	B. Colonna
A1520O7UE0HDWI	Customer1
A1DZ0O2ZXOYEGU	ProfesShanel
ADLVFFE4VBT8	Cthulhu
A27R2V3WLS43LP	Cheryl
AJL25T6NE3RDL	Riley Chiles
A2OXRXUVPXRC9H	TINA
A8PPHFW7BW5UB	SeattleSeasons
A2H7XVRD27L2QL	Brian W.
A2IYX5W3A1N3VB	Orion
A11IKWE7B29TOJ	Susie Williams
A1WOTG0N2J0ZZK	Nadira
A3HG0DNFURFXR4	CCE
A2M6J4CGEA29JI	Risa
A2UE27NXVYHIP9	Aimee Nagy
A2PMR2PIGWKCQ9	Ms. T
A2NUBL2UYWPBWR	C
A140ICK18NAAYR	K. Wilson
A5H8NA5CJ0FK4	K.
A1BI8PUEHA5CHW	BusyMom
A2R80172BBNSTA	J. Miller
A21SESEJ8E52B7	tweezle
A2ZF5B40WVBD93	topaz
ACHTDPEQYSEQL	mhnstr
A2GK5S3ZF9Y8YO	Becky R.
A1VK6EKINVYAT7	LOL
A2LAQ0UNCSXN6I	Jordan
A19KLUZ1XD3SRN	Gaby at Starting Fresh blog
A1CC3G24842BG6	Liz
A1EKWMB77ETI3Y	Ryan G. Thrapp
A38K5XHJ6G5Y16	Jerrycaffe d&#039;vita order
A3D7NKLR56DZRA	M. Amezquita
A1X3ESYZ79H59E	pepper
AL515B28C0GBP	Amazon Customer
A3GFK7F5IUF60X	Myra
A2OL0JTU0DLH6B	RDtoo
A32NZK5H2NIM13	Danielle
A100ZQDV7L8PVV	Herblady22
A2R46TPY466FDC	GraceG
A18PENJTHM1SVT	Lauren D.
A3FD3BHIUYIFPD	citymom
A3QJU4FEN8PQSZ	Grimmy
ADQXQ3AN16RCK	Susana Garca Larco
A4EG8M5Q7C7WM	Tackleberry
A265TY8TEJ5N8G	Devin
A240YCM012LJSO	Krystal
ALWI22L1YH50U	kandyb
A3LKPZO4ZSRC23	Nicole S.
AY1EF0GOH80EK	Natasha Stryker
ARTHSLN5BW5PW	Parker-Moore Family
A24FOVVEIEAIPK	Margarita Miles-walls
A2GP6XJ1V3MM3L	BumbleB
A1XIKDML1YO1WU	Elisa D
A26UNIPEVYE9DE	Becker
A25SLTMFZ9FT7U	Jangir
A1XZPFZA4CMT82	thesun2
A13E7YU3XNRNL9	Ing
A3FOSLM5G1BO63	Eugene Tenenbaum... Reluctant Reader
A1TFMR7RE985MF	Countess Chocula
A3L6DF40IKSIEC	Amazon Customer
A3LDLV1GWQJLEQ	E. Talerico
A25C5MVVCIYT5D	Natalie Dawn
A26C062ZW07V2Y	MiamiLove
AIJQU979J6UFY	Nick
A18CX8MRLUE35E	Neema
ACREHLVRC4H5B	bionichands
A34AKD96BXX0HZ	Kim w
A2K7N4FBGEHVK9	Joyce B.
AY4PKA215Z3G7	Sara
A3JCWGHCVC2ZNF	Sheri in Reho
A21BVL7PKG9BX8	Yoda OK
APD7XINUVG5AL	Rivendell
A2FYOXDW99KK00	Dorothy
A1KINZN727NS86	Courtney Rae McGowan
A23H193P451P74	M. F. Hartigan
A3VS2RYRGDW4HS	Shannan
A154UC6EHTSXAC	Andilivoti
AW7BIYHXUIZ62	T.M. Reader
A1Y7C52533BA2H	Blake Fraina
A3Z9QN0RCOHEY	My 2 Cents
A1989WJVG7DHBK	ChicagoLove
A2AGQEL3O3S9H6	Bravewarrior
AU71YJNA3E3J1	Wildcat1997
A1M0VRITABSIQ6	Paige Killinger
A2G7B7FKP2O2PU	D. L.
A12C1OTJ37UUG7	C. Jackson
A1BEDKI1OQFD5H	Pearl Johnson
A1H6SBO7R007I8	A. Reader
A38JIIHRVTSNYV	C. Eres
A3CLHWWOVI9HMM	Leaf k
AYVE4ULAGMVGT	Alana
A2WW57XX2UVLM6	Talvi
AKTK11MTN64PL	booksandbliss
A29EAHK7SP8PIP	Mellie
AHD4TRX1LXN1	Janis K.
A6X1O3A5C5FX1	Lisa Smith
AH147953RD031	Amanda
A29H57JOW1ZB1Z	Alli
A2FFWYG9YYZFA5	WLJ
A2J6PW8IUP505I	BxGirlBlazin
A2YIGODNVUPCZG	barb
A16QJ424UMZVWR	Homer
AIWSX8DYYGBJY	GNF
A2OWR5G2OAQF7C	Sincerely Yours
A36WTXJBYS3DB6	N. B. Kennedy
A2FN8FBQAKOZ3B	tlp4682
A25DU5SGL4D49Q	jennie
A3C2JQC6R2K52C	Ladyfingers
A34IBXM7E8CPWE	David Girod
A3V1AHX8P4R839	Forrest Wildwood
A26BU3ZU0R5IPF	~*~ Sunshine ~*~
A2CWIYIETNBAK3	Michael Birman
A3IR834T7AROBT	EdE
A2KUYKZP95RB0F	Linda Ostertag
A1O229NVVDJUX2	Anthony Pantliano
A1RRMZKOMZ2M7J	Susan Katz
A1DYLJWGF7AKT2	M. Malik
A3ATKSR23880M1	Picky Ricky
A1LAGS8H4A2DR7	BM
A2RMQWK75EEN7R	ConstantReader
AJID2XYGNFOOT	romulo guardia
AF50DRVCXFMJL	Joan Capassso
A1I2U8NT5J6P1N	Lisa Baker
A2CGIR426NCD3U	leonella grazziani
A3PLQMGW6OHR6R	RedneckGirl
A1WP0CG1OUSHMR	Docsal
A1JI6A2AAJK5V3	Kristine Holmgren
A1JAPP1CXRG57A	Linda Painchaud-Steinman
ACR4HKUT808U1	Ursula K. Raphael &#034;AstraDaemon&#034;
AU7VFGP9BGZ0	Oriental Barbie
A1QU1H8R28NIGX	Lillian
AK7CAW3N1XZV6	Reviewer Dr. Beth
A1M54LLOTWABKB	Katelyn Sinon
A1E7428658LMTY	Nicole Sorice
AQ8Y0VADON6Z5	Catarina Miranda
A25B8W9VSY0C5Y	Vicki Williamson
A3S0Y5GVW1CYRW	Jennifer Rae
A379IB3EYAEL5	SPARKY0210
A19A0NR7MZJ8NW	Moosa Ba Alawi
A1ZBJ03O1D78CS	Adam E. Fields
A3M2MBDA0F0U3B	Pinktrenchcoat
A2CSJAVTPSLFS6	Jenn &amp;amp;amp; Phil
A24FY1EBJ7EWLH	Cabushka
A2VBBEPR330C5C	Brian
A32JPW72EQDG1X	Mrs. Poff
A1IZJVLNMFACS6	Tanzanite Gal
AJ68F5QP3GK5S	Christina
A23P5BO1UGNIRR	KC
AFCAZIM440BI4	troy groetken
A2BU0OBCKFDUKE	Valerie M. Bury
A37APF2XOO3B5Z	M. Wanchoo
A3G7JGYNVP1O4L	Penny Means
A3D9NUCR4RXDPY	Kathleen San Martino
A18OLZIT0DGVJR	SLS
AGWWIU5K88RKB	Mermaidshopper
A3639XN4I9ED2	Natalie
A2KIVODZRTGY4U	G. Dawson
A268WAQS5WNMGJ	Thomas B. Gross
A259HHYBP6ZNJ3	joeyjhg2
A2QWEEYO8QLIMI	Fennel
A2OGN68EIOK1DC	N. Ficco
A3NHUQ33CFH3VM	Greeny
ABL3PCYAQ1Y4C	Cafali
A3CAYJJALN3CDB	crazedancingfool@yahoo.com
A1BT6TL7UCIC5Y	Quoad Toad
A3FS3FJPD3RJTD	SundayAtDusk
A29D7CG7TLY35O	yvonne hankins
A2ZHH7AK83JB5G	Susan K. Schoonover
A3SSBBEGNC7G07	James Strock
A2QNMPNXW1QAQ5	Darren
A3KEZLJ59C1JVH	Amazon Customer
A1ENECC591UAIC	Ms. Anthropy
A2SZLNSI5KOQJT	Carrie
A3MQ15651KGVLJ	Richard The Buying Hearted
A29VG90T649CSU	Sasha Q.
A2M51VLOW1V1JR	Erin Azar
A234G6UKEMMDCY	Maggie
A1XQOQ0GWJP1X6	M. Galbraith
A2IQF36UJM0GMB	Crystal S
A1V3PCKVCJ3TTZ	Henry Wolford
A2HW6NZ9TB2ROS	Meowgan
A3K9LSAB4K21EV	Jennifer Larson
A2NWGJDNN7TG1H	E. R.
AF74UAKV3Q3W0	Kathy Parsons
A1JBEME9FKIXQ3	Momo10
ASBSPNY56QD1X	SJ
A6LPHO95P3540	Someone
A342YY7GHWRUYC	Lilly
AMCAID3LTHKEC	T.L. Walker
AKAWRH6P6SR4F	Rhonda J. wilkinson
A3PTW8EKRSZLUR	Katie Washington
A39WWMBA0299ZF	C. Hamilton
A11OTLEDSW8ZXD	Connie (She who hikes with dogs)
ABX1LE2T3RJJ	Christina Jordy
A31AVXMESQRQAC	Bruce and Kathy O&#039;Gorman
A3TPT3CINOTLDM	bjk
A3S5WYWYKSAI9C	Bradley Olin
A2XM8DATMUZHE6	T fisherwomen
A32EOHLFZYXJEP	Jaylia
A2LE2MFI4QTQY4	Vicki Hale
AK3402G7FO7AY	JMK
A36HIK7UBPI0TR	Jessica Hwang
A2NML53YCHS80S	Burgundy Damsel
A1EKKSMQAOO7U3	dogmom
A2S1GTBLVBLEO4	Anne Griggs
A2O0ZDILYOJP6W	Kat Heckenbach
A32GCOTGFJ9XC3	Alex H
A1BKSLDI2V3D5K	CLEVELAND MOM
A25VWCCTZQ446	rx123
ACN76NFHYL6JK	Nicolette
AYWHCM0TJ4737	AnaBH
A1R1BFJCMWX0Y3	KO
A58F10T4OE58C	S. Montgomery
A2KP45DO3RY4RG	CheeryToes
A3O60C5513YYD6	H. J. Spivack
A2EDXS7VPY7L8Q	Jeannette Reyes
A1HWF0VV8AWJTQ	Sweet Tea
A19WEEGB05YAZ3	J. Weaver
A32GKT2BDX20YL	yolanda spencer
A2Z06I0Q4FMFHP	King
A2ZLPBWFUQPUJA	Happy Student
ALM0H3CWDI4O2	hayleymeagano
A2ZQFEW8HURDD5	JUANEAST R JONES
A1NXA6Y1T9XDUM	Ohstacy--Blog of Comfort Blogger, WTF: Wheres the Faith on Wordpress
A305XM71TF83CY	Keleigh Crigler Hadley, author of Revenge Inc.
AMS0BR4407K6Z	Sabarbs
A3P738KVXL2YYM	Mary Chrapliwy / Reviewer&#039;s Diary
A3SZ1B3N4NQNS9	S. Gent
ANM9LSZS7C67V	Keith Alan
AR3EVUQF0AC7R	morning fog
A2LOCTEN93UHSV	Amazon Customer
A3063F7PEA30IM	SArchey
A2MPXAJK3K61IY	B. Anderson
AIO4X9BRTWT9J	Pamela H.
A3LHIRT4SR3F9T	Nikki W.
A1KEK09ZA6J9P8	Colleen M. Schneider
ARPB88E6F2MFR	Redz
AZYJE40XW6MFG	A. Manning
A1GJ1IRDPBQ0DG	Angela L. Knezevich
A1JTUH8W536LMH	natalie montana
A3K9PKWXG2J873	Online Shopper
A3EJ8XHVDC0CWH	mrsmel2010
AM5G0RHY51UJV	Song weaver
A2RX62V4E2BF5Z	Celeste
A397CWU6DM3O5G	a customer
A2FQZKL2KIZACO	Ellie B.
AJ329F9H546BM	A. Koren
A7UPJYPAH73NC	Douglas Figueredo
A1TP2RW7KDI5AZ	John Werner
A36BQWQPYU6FRM	Cara Putman
A2V6W8QRKFONHX	Book trader
AR74YY08IP2WE	Frobisher
A2S732BSAE39CR	Alexa
A3TNM3C9ENUCFW	Andyboff66
A5U5T6EWH90O0	Lauri
A3E4EGAJSSL04J	Mary Y.
A2ESXEVEQB37I3	S. Dargin
AZ0O1CT77N1W7	Amazon Customer
ADVSW4W1HHYF7	scolvig
A3DPA9ARQYFJYR	Caffreys7
A2AOZQ3WTNVVOK	Lonnie E. Holder
A2JDVZNTCXKUS2	JohnnyC
A2J8DE8R94ZB02	Truth Teller
A2LAS014NSRW72	Luisa Remy
A27MGH8RM9WXT7	Mary A. Geiger
A1FUBPW8U2RYUY	Gadget Geek
A2GA64WZK8PKBC	Farm Chick
A1FWFCJU2G7TRA	KDMask
AN0U0GNJJPEUR	Nicole
A1PJW1DYGFZV99	Natallia Liashchynskaya
A26FEJTPYJ934F	Taylor Corbet
A1DQHS7MOVYYYA	H.F.
A3G2MJPURQSCBD	Big Miles Davis Fan
A3THYM7XMB8B0U	Tara
APJDB661HN4UR	Adriane Schaefer
A1DCBQD9QX2I3J	blackmarkedsign
A3E0W5O1MPW3K	AB
A1VVXGL8GI2II4	Mary
A2H2FT8WV5X6SV	Paka Paka
A45S6D1P309G9	M.B. Ketten
A2ANNQ7WTLZUD7	Julie F
A3JV4PJZD5O4NJ	Worddancer Redux
AUEW0SKOB1XYF	Catrina Thomas
AKE6DXEN3GWPC	texicanwife
A2BRTCOIW7TDYK	Miss Opulant
A3CNFV5UK26Q8A	Carina Cantos
A1E3TWWRB1Q7CS	Mrs. B
A1INBQLNQNSHTK	~Kimber~
AR2CNXO5LU4JP	Kristina
A3N1R7KXEDTW1J	Loreezy
A3LL8PH49PZUG7	Fuji
A2QWJXBD0LB13A	EB
A2LXX47A0KMJVX	M. Erb
A3BPZ2XFRLCD1S	V. Fredericks
A2TBZAC0XYHLIB	Mary
A3VBZDYGHF4NK8	Movie Maker
A1UUI7PFQ5FU4E	LoriAnnR
AZWXG6KBXXC2N	JG
ACZ1YLFIKDG9U	Debbie Eaton
A18712EH6VCYFP	heath1838
A299RHMH1M9PIW	Moderate Risk
A1TPWGBNIYJ76F	Jamie
A2L6BT1PVV9YN0	Robin
A2DXENZNO2JT4F	Mat633
A1WH5J3AP5JR7H	Dave &amp; Amy Astle
A237XY0O6V3UE	Daniel Rozansky
A3MSIMW9K5METI	dmhmm
A2CJLDPPANU020	A reader
A26X49ZG08Z1CI	MsZie
A3SCU8S8MC6S4Q	momok
A39ECS1S0CJ0X9	Amy Z.
A1SCNB4DE7XPKT	inquisitiveone
A24YATZK2JF7IR	Mitzie
A3TWBW1B17R151	Liat2768
A13WEKTB63G78Y	B
A6VPK7X53QNAQ	Zen
A4HUA3IU17AP1	mewmoo
A2DT9P6XQW3T39	Katherine Parker
AL8SSEC9U7PT1	Susan Gordon
A2VSKUR61RYPYH	kelly
ATLA5CJH0ZZHP	Terry R. Nye
A2I93OMO3ND10J	Murph
A1B95QB8NVYOSM	Tessa
A2KS0FVY2CNJ8M	Michael O.
A4LMOYHT1RO2D	Larisa Ravdel
A56VIAK488876	KateWay
A265IEMG2K5R4W	Oliver DeMille, TJEd
A2YPX6VJN8LPQZ	Lindsay
A1QGLKV2CITDCF	Gen
A2L0NZR1CSYSBP	Mrs. ChaCha
A32OWCGEXIE1EI	Texas K&#039;s
A1J5HIF41ENSMZ	Adam Wood
A16Z2OECAUX8Z4	M. Pauley
A1NQK5MH9GTJ6S	JLW
A5P60H1YBPXBE	Bailey
A26EUBG2TMWYFD	nicole  Knight
A2OJCTT5WLB2HR	Beanomly
A2WC9NFLG57W4H	Momma Mary
A9EN0S3OPP0K0	amanda couch
A3BVDW4DOLJAN0	SBCincinnati
A15Q9YEG1XPEJN	Get What We Give
A23VUM4E9BS462	Ina E.
A34W7QA4J5UTOR	K. Hill
A2G6YF27Y3NV29	Kevin J. Mccullagh
A1307TZ17X6SD2	Brooke Krinsky
A3R5GTYQ50QVMD	Steve J.
A2IQV2ITUT56A5	E. Burian-Mohr
A914TQVHI872U	An Educated Consumer
A3BM33D682B9XV	Sasha McKinley-Yunker
AGCZFGHW6FFGF	Amazon Customer
A37FFWZUGO8L7W	Francis Tapon
AOUC76JLMBP3I	Living in the City
A1PIOXOZ1AZ14U	JustThinking
A1WF3V89I4E8BR	PATOLA
A2KLA2OS6TQ2BR	Bill D
A1LY4LT62BHY1X	Zshag
AQGQXINCTPYS5	katykins
A1EDCMHXIMH0DT	MsShoppee
A39LRXD7THXB4B	M. Williams
AJD41FBJD9010	Sophie Hannah
A30YSE0M6LM61J	DashOneCharlie
A1UC3OP4QI0RRU	NAC
A3C1QYGEET3BVY	PC Mountain
A2JCJJNY43QQIV	Katy Lake
A2UT0FWM1DHKFJ	Hunting Creek
ABCNO99OFECJ0	JamieHyde
A3FD5ERJH03DBV	Adam James
A9P07NJ7UV0M	Meryl K. Evans, Digital Marketing Pro
A25SZV39AG8LUQ	scott
A7YMD8MSOBO1I	Sharon Beverly
ANJH0FF6IF99G	Sarah F.
A1ZRD3WNHP8O3T	Cee Cee Drew
A2KRRIZVD7QEDG	Shaiza
A1H7Y5XKPGT0OS	Rama Rao
A3S3R88HA0HZG3	PT Cruiser
A33UZDO4KB4S0H	J. Weber
A1RR36YKJB917S	Jan Thompson
A1ILBBI4KFQB7A	Maryam M.
A1EM5OSSM5D1R4	George Kabot
A41II52YCOH8Z	Blueski
ACVDL5QRCOPE1	D. H.
A21FWV7IMMPSXP	J. Hauck (Guerrilla Reader)
ALGI34BYWIXZG	Nishant Agarwal
AYMD77ITD15PT	Mindcrime
ADDDFVHP3CSVA	Sistertex
AESNOYBYV9WGP	Stepone
A3EZHMGGWY74HY	MommaMia
A3CQVSKPTU3PJV	L. Stabins
AD8JK9PUC5H0A	Roberta
AYR9VFT77U68X	Verouschka Perez
A17771LTRWSKQ5	Helen L.
A3DFH4CKPIT0N9	Suzanne Amara
A34109J1GZMHY1	Giovanni T.
AF6AYACNYZK47	Brittny
A3QCY8ODJBGFLH	Shalonda
A2ILVHWZE9MGYP	Amazon Customer
A365807DF8EYTN	AnnieMac
A2CGZJXBGSBI0R	Morgan H Piercy
A1FDSZISWIXH1A	Terry
AMZCZBK1EF1PV	Michael
A3EXIZWHSNVNME	Cynthia
A1ZCSSCAGBCD49	I Dont Do Reviews Anymore
A3Q9HY0LU7MN6E	N. Cousino
A3GMRYV7VAYK5Q	Georgia Mom
A1SXF48MHY0NJK	ana
A3VP3TSPGYRR65	J + W
A1CEG62GJ3BI5U	datura2002
A2BHOZILR7SY9	MustangMary
A1HUO2AXGLYHDI	LJB
A5H86XYSS0OU6	Beth Settje
A110KACX3W12L9	Bellacosta
A2YQ7M9GFU3Z65	Librarian
A2N10B0NEZKIOV	Kiki
A7EK88GF8N40F	Amazon Customer
A235NA61RC6YC1	rockisgeorge
A12LXY31MFASAL	ShopGirl
A2JAEZ0FMAMJVW	A. H.
A32MQODC8EDEWF	Brian Kim
A1A25TP5D0L22V	Kathryn Magendie
A13KW5I9IHQ039	Jessica W.
A1FT0AWHJQLMJN	J-Ro
A2V92F5R7MLCVI	wogan
A3LOGP4VA9DX46	Prism
AXVKMYWNIHK7W	3kids@home
A3M1HYKCHSN11D	Yevgenia
A23RQRX7LO7NG8	Dean Family
A1UNJ46NSB352E	Conway Stern
A1ACM1CBGORBN1	Sherry Berry
A1G60ANYI0HMEU	Jeddy 3
A39H1GO9E3YQIB	a
A1MAI0TUIM3R2X	Princess Bookworm
A3JH18T58CY65P	Carolyn Howard-Johnson
A7C77J4MH94B6	Maxwell Edison
A1DCY7A46MU8F4	Andrea Harris
A3EVVLVNG4QLI0	Marcia
AHKJ8QX765M8Y	Amazon Customer
A13V89Q8UQUKTQ	lisa
ALSAOZ1V546VT	Justfornow
A1QTHVA826XEOS	Super Mum
A2LOFS1AJM3G6F	Laura Dodson
A34ZOFAJWL9UAM	GM
A16AXQ11SZA8SQ	MamaBear007
A2QHCNJZF3I5K5	Tiffany Rose Martin
A3U1S5KR287T3I	OAT
A167ABU99FT4OC	Jonathan Bennett
A1R2N7UH4YQTN	MBaran
